,Winery,Average Temperature (Kelvin),Average Air Pressure (hPa),Average Humidity (%),Average Daily Precipitation (mm)
4909,Julietta winery US,280.0625,1020.4075,75.7475,0.08249999999999999
4910,Domaine des Tourterelles winery France,277.3075,1019.2425,81.31,0.0925
4911,Girasole winery US,281.03249999999997,1018.5,79.155,0.0775
4912,Nagy winery US,285.08,1018.895,58.4075,0.01
4913,Judson Hale Winery winery US,281.03249999999997,1018.5,79.155,0.0775
4914,Barrage Cellars winery US,276.45750000000004,1019.7875000000001,82.41,0.1625
4915,Herdade da Comporta winery Portugal,283.91499999999996,1026.355,88.3725,0.08499999999999999
4916,C. Mondavi & Family winery US,281.03249999999997,1018.5,79.155,0.0775
4917,Catherine Marshall winery South Africa,294.2625,1013.0525,70.8775,0.265
4918,Bouchard Aîné et Fils winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
4919,Domaine Buisson Battault winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
4920,Blue Cove winery South Africa,274.115,1020.8325,77.925,0.11000000000000001
4921,Songbird winery US,276.885,1020.4425,71.7725,0.19
4922,Hard Row To Hoe winery US,269.095,1001.7425,80.53,0.065
4923,Oak and Vine winery US,276.885,1020.4425,71.7725,0.19
4924,Château de Lardiley winery France,280.26,1023.8899999999999,86.18249999999999,0.17
4925,Château Roquefort winery France,280.26,1023.8899999999999,86.18249999999999,0.17
4926,Wegeler winery Germany,276.745,1016.5625,85.615,0.12000000000000001
4927,Von Hövel winery Germany,275.71,1014.9425,92.215,0.135
4928,Soos Creek winery US,276.45750000000004,1019.7875000000001,82.41,0.1625
4929,Alain Graillot winery France,277.115,1020.585,82.14,0.055
4930,Rosenthal winery US,284.4825,1018.14,61.127500000000005,0.02
4931,Wineglass Cellars winery US,269.095,1001.7425,80.53,0.065
4932,Steltzner winery US,280.7575,1020.3425,73.895,0.10250000000000001
4933,Delas Frères winery France,277.115,1020.585,82.14,0.055
4934,White Springs winery US,271.15500000000003,1015.9375,78.5625,0.095
4935,Vitesse winery US,280.2075,1019.7475,75.9525,0.245
4936,Le Vieux Pin winery Canada,268.86750000000006,1008.4449999999999,83.86,0.030000000000000002
4937,Leah Jørgensen Cellars winery US,276.21999999999997,1020.7575,76.705,0.14
4938,Schrader winery US,280.2075,1019.7475,75.9525,0.245
4939,Prophecy winery New Zealand,278.65999999999997,1019.55,77.17750000000001,0.16999999999999998
4940,Two Rivers winery New Zealand,290.48,1011.495,78.5125,0.145
4941,Legras & Haas winery France,278.11,1018.305,89.99,0.08
4942,Trellis winery US,281.03249999999997,1018.5,79.155,0.0775
4943,Esk Valley winery New Zealand,291.85249999999996,1012.8599999999999,83.14500000000001,0.1575
4944,Crane Family winery US,276.885,1020.4425,71.7725,0.19
4945,Aver Family Vineyards winery US,281.61,1019.87,73.3725,0.0825
4946,Harmony Cellars winery US,282.145,1019.67,71.3375,0.0475
4947,Thiénot winery France,278.11,1018.305,89.99,0.08
4948,TWODOG winery US,278.52250000000004,1020.2625,76.66,0.2225
4949,Nielson by Byron winery US,285.08,1018.895,58.4075,0.01
4950,Ordaz Family Wines winery US,281.03249999999997,1018.5,79.155,0.0775
4951,Clovis Point winery US,272.74749999999995,1016.8375,70.14250000000001,0.14
4952,Golser Wein winery Austria,273.9,1018.9325,85.6,0.030000000000000002
4953,Stefano Amerighi winery Italy,278.1275,1015.0025,83.47749999999999,0.12250000000000001
4954,Barrel Ranch winery US,269.625,1016.7425,79.73249999999999,0.9175000000000001
4955,Kivelstadt Cellars winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
4956,Laely winery US,280.4425,1019.805,73.02250000000001,0.26
4957,Les Vignerons Réunis de Monségur winery France,280.26,1023.8899999999999,86.18249999999999,0.17
4958,Rubino Estates Winery winery US,281.6275,1018.985,73.14750000000001,0.0775
4959,Daniel winery US,277.855,1019.3675000000001,72.9025,0.355
4960,Villa Atuel winery Argentina,295.40749999999997,942.7025,35.68000000000001,0.0375
4961,Château Seguin winery France,280.26,1023.8899999999999,86.18249999999999,0.17
4962,Pinot d'Oro winery US,285.08,1018.895,58.4075,0.01
4963,Cantina dei Colli Amerini winery Italy,278.1475,1014.4449999999999,81.8675,0.1825
4964,Louis Chevallier winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
4965,Conarium winery US,285.08,1018.895,58.4075,0.01
4966,Famille Perrin winery France,280.28499999999997,1020.3425000000001,73.03,0.0275
4967,Budimir winery Serbia,272.9375,1009.74,82.94,0.035
4968,Castellare winery Italy,278.38250000000005,1014.4424999999999,83.13,0.45749999999999996
4969,Didier Dagueneau winery France,278.405,1019.5975,90.47500000000001,0.0625
4970,Tudor Wines winery US,282.145,1019.67,71.3375,0.0475
4971,Domaine des Corbillières winery France,279.05,1020.2575,89.96000000000001,0.09750000000000002
4972,Mutt Lynch winery US,281.03249999999997,1018.5,79.155,0.0775
4973,Plowbuster winery US,285.2875,1020.0975,76.8125,0.28
4974,Damian Rae winery US,281.03249999999997,1018.5,79.155,0.0775
4975,Lagar de Bezana winery Chile,280.2075,1019.7475,75.9525,0.245
4976,Chateau Grand Traverse winery US,265.975,1016.24,76.25,0.0075
4977,Di Giovanna winery Italy,285.8925,1021.18,72.9875,0.0375
4978,Les Bourgeois winery US,271.4875,1020.385,74.545,0.07
4979,Glen Ellen winery US,281.03249999999997,1018.5,79.155,0.0775
4980,Domaine Sipp-Mack winery France,275.945,1014.6075,86.3125,0.1975
4981,Poliziano winery Italy,278.1275,1015.0025,83.47749999999999,0.12250000000000001
4982,Gualdo del Re winery Italy,280.01,1018.8175,86.6625,0.125
4983,Castello di Bossi winery Italy,278.38250000000005,1014.4424999999999,83.13,0.45749999999999996
4984,Barrymore by Carmel Road winery US,282.145,1019.67,71.3375,0.0475
4985,Gebeshuber winery Austria,274.24749999999995,1016.4425,79.965,0.295
4986,Aluvé winery US,269.33000000000004,1020.9850000000001,79.41250000000001,0.035
4987,Reynoso winery US,274.85249999999996,1019.1274999999999,78.0425,0.1
4988,Cloudlift Cellars winery US,276.4775,1019.8925,81.3675,0.16999999999999998
4989,Domaine de la Loge winery France,278.405,1019.5975,90.47500000000001,0.0625
4990,Domaine Dominique Pabiot winery France,278.405,1019.5975,90.47500000000001,0.0625
4991,Domaine Roger Champault winery France,278.405,1019.5975,90.47500000000001,0.0625
4992,Black Sheep winery US,280.02750000000003,1020.2625,75.495,0.035
4993,Monsieur Touton winery France,273.7775,1017.2824999999999,66.38,0.1125
4994,Red Pony Ranch winery US,268.85749999999996,1018.9475,81.5475,0.04
4995,Holus Bolus winery US,285.08,1018.895,58.4075,0.01
4996,Brokenwood winery Australia,296.47,1012.5475,75.70249999999999,0.0975
4997,Domaine Dubost winery France,277.3075,1019.2425,81.31,0.0925
4998,Montaudon winery France,278.11,1018.305,89.99,0.08
4999,Jezebel winery US,280.4425,1019.805,73.02250000000001,0.26
5000,Jim Palmer winery US,272.74749999999995,1016.8375,70.14250000000001,0.14
5001,Château Val Joanis winery France,280.17249999999996,1016.2225,76.175,0.027500000000000004
5002,Kopriva winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
5003,Staphyle winery Argentina,296.04,971.94,46.01,0.0125
5004,Cinco Sentidos winery Argentina,296.04,971.94,46.01,0.0125
5005,Castello di Ama winery Italy,278.38250000000005,1014.4424999999999,83.13,0.45749999999999996
5006,Domaine du Petit Clocher winery France,279.34999999999997,1020.3074999999999,88.86500000000001,0.09
5007,Château Penin winery France,280.26,1023.8899999999999,86.18249999999999,0.17
5008,Château Sainte Marie winery France,280.26,1023.8899999999999,86.18249999999999,0.17
5009,Domaine Sauvat winery France,277.54999999999995,1013.0525,79.0475,0.035
5010,Eleven Eleven winery US,280.7575,1020.3425,73.895,0.10250000000000001
5011,Henri Abele winery France,278.11,1018.305,89.99,0.08
5012,Brian Benson winery US,282.145,1019.67,71.3375,0.0475
5013,Cedarville winery US,280.0375,1020.4000000000001,73.5425,0.07
5014,Clendenen Family winery US,285.08,1018.895,58.4075,0.01
5015,K. Furtado winery US,280.4425,1019.805,73.02250000000001,0.26
5016,Mount Baker winery US,275.2175,1018.5325,80.52749999999999,0.14500000000000002
5017,Dreamer winery Romania,272.63250000000005,1015.8599999999999,79.4675,0.0075
5018,Jade Mountain winery US,298.78749999999997,1014.2075,82.075,0.09
5019,Sera Fina winery US,280.0625,1020.4075,75.7475,0.08249999999999999
5020,Heritage winery Lebanon,286.23,1017.765,67.775,0.19
5021,Patterson winery US,276.45750000000004,1019.7875000000001,82.41,0.1625
5022,Sun Valley winery Chile,292.86749999999995,996.51,48.405,0.0
5023,Arroba winery US,276.885,1020.4425,71.7725,0.19
5024,Veuve Doussot winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
5025,Camlow winery US,282.0375,1019.6025,73.3925,0.1125
5026,Carlton Cellars winery US,276.21999999999997,1020.7575,76.705,0.14
5027,Ground Effect winery US,280.2075,1019.7475,75.9525,0.245
5028,Cherubino winery Australia,297.0025,1011.905,49.605000000000004,0.022500000000000003
5029,Cupcake winery Germany,276.945,1014.7950000000001,87.0925,0.17500000000000002
5030,Louis Bernard winery France,280.28499999999997,1020.3425000000001,73.03,0.0275
5031,Thousand Islands Winery winery US,270.2325,1015.0600000000001,78.1,0.08249999999999999
5032,Masterpiece winery US,271.33000000000004,1016.3325,80.11999999999999,0.1175
5033,Nine North Wine Company winery US,279.46000000000004,1019.4825000000001,73.85,0.235
5034,Amador Foothill Winery winery US,280.0375,1020.4000000000001,73.5425,0.07
5035,Noble Aconcagua winery Argentina,296.04,971.94,46.01,0.0125
5036,Dominio del Plata winery Argentina,296.04,971.94,46.01,0.0125
5037,Villa Crespia winery Italy,276.8175,1010.5775000000001,80.47,0.16999999999999998
5038,Lime Road winery South Africa,276.885,1020.4425,71.7725,0.19
5039,Fjord winery US,273.055,1016.655,70.35,0.135
5040,Viña Alicia winery Argentina,296.04,971.94,46.01,0.0125
5041,Magistrate winery US,277.1825,1020.1425,77.925,0.1875
5042,Le Chateau winery US,276.885,1020.4425,71.7725,0.19
5043,Maysara winery US,276.12249999999995,1019.4575,78.35749999999999,0.105
5044,Laurel Lake winery US,272.74749999999995,1016.8375,70.14250000000001,0.14
5045,Channing Perrine winery US,272.74749999999995,1016.8375,70.14250000000001,0.14
5046,Jindalee winery Australia,298.52750000000003,1010.9300000000001,73.44749999999999,0.1275
5047,Mr. Riggs winery Australia,295.3925,1012.0350000000001,53.527499999999996,0.022500000000000003
5048,Standish winery US,269.375,1016.2325000000001,77.3175,0.0325
5049,Weingut Toni Wintrich winery Germany,275.71,1014.9425,92.215,0.135
5050,Domaine du Coudray winery France,278.405,1019.5975,90.47500000000001,0.0625
5051,Astrolabe winery New Zealand,290.48,1011.495,78.5125,0.145
5052,Grevino winery US,285.08,1018.895,58.4075,0.01
5053,Flint & Steel winery US,291.16499999999996,1019.3575,81.75,0.1125
5054,Thatched Hut winery New Zealand,277.4675,1019.2974999999999,70.09,0.1225
5055,Two Oceans winery South Africa,277.375,1020.0125,79.19749999999999,0.23500000000000001
5056,Allan Scott winery New Zealand,290.48,1011.495,78.5125,0.145
5057,Nola winery US,285.28,1020.1875,77.59,0.26
5058,Pierre Olivier winery France,279.05,1020.2575,89.96000000000001,0.09750000000000002
5059,Silver Stone Winery winery US,279.685,1018.23,73.42,0.025
5060,Pavilion winery US,277.1825,1020.1425,77.925,0.1875
5061,T.W. Fermentation winery US,274.765,1020.09,75.65,0.1575
5062,Domaine Jean-Luc Mader winery France,275.945,1014.6075,86.3125,0.1975
5063,Lepe winery US,282.145,1019.67,71.3375,0.0475
5064,Manuel Seguin winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
5065,Napeequa winery US,269.095,1001.7425,80.53,0.065
5066,Castillo De Feliciana winery US,269.33000000000004,1020.9850000000001,79.41250000000001,0.035
5067,Queensgate winery Australia,293.5875,1011.6125000000001,59.32,0.1225
5068,Cypress winery New Zealand,291.85249999999996,1012.8599999999999,83.14500000000001,0.1575
5069,Tower 15 winery US,285.08,1018.895,58.4075,0.01
5070,Manu Propria winery US,276.45750000000004,1019.7875000000001,82.41,0.1625
5071,Johann Donabaum winery Austria,274.24749999999995,1016.4425,79.965,0.295
5072,Thomas Goss winery Australia,271.33000000000004,1016.3325,80.11999999999999,0.1175
5073,Elderton winery Australia,295.3925,1012.0350000000001,53.527499999999996,0.022500000000000003
5074,Marisco Vineyards winery New Zealand,290.48,1011.495,78.5125,0.145
5075,Fontanella winery US,281.7425,1019.1525000000001,70.48750000000001,0.125
5076,F. Mallo et Fils winery France,274.115,1020.8325,77.925,0.11000000000000001
5077,Overstone winery New Zealand,271.33000000000004,1016.3325,80.11999999999999,0.1175
5078,Bumgarner winery US,280.0375,1020.4000000000001,73.5425,0.07
5079,Silvestri winery US,282.145,1019.67,71.3375,0.0475
5080,Carmel winery US,271.33000000000004,1016.3325,80.11999999999999,0.1175
5081,Copeland Creek winery US,281.03249999999997,1018.5,79.155,0.0775
5082,Dane Cellars winery US,277.1825,1020.1425,77.925,0.1875
5083,Hunt Country Vineyards winery US,271.15500000000003,1015.9375,78.5625,0.095
5084,Smoking Loon winery US,277.025,1021.5074999999999,76.4475,0.11
5085,Château du Donjon winery France,282.0174999999999,1014.2975,63.565,0.0075
5086,Château Haut-Cardinal winery France,276.63,1019.3024999999999,88.195,0.12
5087,Windy Oaks winery US,281.61,1019.87,73.3725,0.0825
5088,Bethany Vineyard winery US,276.21999999999997,1020.7850000000001,74.96000000000001,0.14
5089,Eastburn Vineyards winery US,282.10749999999996,1020.7375000000001,71.1625,0.11
5090,Powers winery US,269.095,1001.7425,80.53,0.065
5091,Fischer winery Austria,274.24749999999995,1016.4425,79.965,0.295
5092,Winkler-Hermaden winery Austria,272.28499999999997,1017.4375,86.8775,0.027500000000000004
5093,VinArte winery Romania,272.23499999999996,1018.65,84.99499999999999,0.01
5094,Haywood winery US,281.03249999999997,1018.5,79.155,0.0775
5095,Quinta do Monte d'Oiro winery Portugal,284.0575,1025.8899999999999,87.975,0.1125
5096,Ardiri winery US,276.21999999999997,1020.7575,76.705,0.14
5097,Château de Pierreclos winery France,277.3075,1019.2425,81.31,0.0925
5098,Clos des Rocs winery France,277.3075,1019.2425,81.31,0.0925
5099,Partnership Vineyards winery South Africa,275.40500000000003,1019.0325,70.965,0.10250000000000001
5100,Pierre and Charles Sparr winery France,275.945,1014.6075,86.3125,0.1975
5101,Frey winery US,281.03249999999997,1018.5,79.155,0.0775
5102,Penguin Bay winery US,269.9725,1015.9375,78.4025,0.10500000000000001
5103,Feudo Principi di Butera winery Italy,282.53499999999997,1014.39,75.9475,0.055
5104,Domaine Henri Rebourseau winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
5105,Ghostwriter winery US,271.96750000000003,1018.275,78.4575,0.0975
5106,Domaine Philippe & Vincent Jaboulet winery France,277.115,1020.585,82.14,0.055
5107,Château Bertinerie winery France,280.26,1023.8899999999999,86.18249999999999,0.17
5108,Elgin Vintners winery South Africa,293.11,1003.365,66.9275,0.255
5109,XIX winery US,276.885,1020.4425,71.7725,0.19
5110,TAO winery US,274.115,1020.8325,77.925,0.11000000000000001
5111,Cruz Alta winery Argentina,297.3975,1010.3775,65.1325,0.09750000000000002
5112,Martin Schaetzel winery France,275.945,1014.6075,86.3125,0.1975
5113,Tramier et Fils winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
5114,Doudet Naudin winery France,276.745,1020.5049999999999,88.98249999999999,0.1075
5115,Tefft Cellars winery US,269.095,1001.7425,80.53,0.065
5116,2Hawk winery US,276.025,1019.8875,85.45249999999999,0.057499999999999996
5117,Bradley winery US,276.025,1019.8875,85.45249999999999,0.057499999999999996
5118,Di Giorgio Family Wines winery Australia,292.1175,1013.375,71.52499999999999,0.07500000000000001
5119,Shale Canyon winery US,282.145,1019.67,71.3375,0.0475
5120,Monte Seis Reis winery Portugal,280.74,1016.465,82.07,0.07750000000000001
5121,Caves Dom Teodosio winery Portugal,284.0575,1025.8899999999999,87.975,0.1125
5122,Artadi winery Spain,277.83250000000004,1016.2874999999999,81.91,0.0475
5123,Château Saint-Nabor winery France,280.28499999999997,1020.3425000000001,73.03,0.0275
5124,Domaine de Valdition winery France,280.17249999999996,1016.2225,76.175,0.027500000000000004
5125,Figgins winery US,269.33000000000004,1020.9850000000001,79.41250000000001,0.035
5126,Marqués de Gelida winery Spain,282.255,1021.56,75.8125,0.01
5127,St Hallett winery Australia,295.3925,1012.0350000000001,53.527499999999996,0.022500000000000003
5128,Araujo winery US,281.03249999999997,1018.5,79.155,0.0775
5129,Reynolds Family Winery winery US,280.7575,1020.3425,73.895,0.10250000000000001
5130,Laura Zahtila winery US,281.03249999999997,1018.5,79.155,0.0775
5131,Cedar View Winery winery US,280.4675,1020.615,74.815,0.024999999999999998
5132,Tenuta Argentiera winery Italy,280.01,1018.8175,86.6625,0.125
5133,Annefield Vineyards winery US,278.87,1019.5450000000001,74.69,0.2075
5134,Bella Vetta winery US,276.885,1020.4425,71.7725,0.19
5135,Domaine de Granajolo winery France,283.8575,1020.6300000000001,82.34,0.04000000000000001
5136,Scott Cellars winery US,276.025,1019.8875,85.45249999999999,0.057499999999999996
5137,Librandi winery Italy,282.63250000000005,1020.2425000000001,82.78999999999999,0.085
5138,Estate Biblia Chora winery Greece,278.225,1018.3625,70.3125,0.03
5139,Open Range winery US,274.31,1020.6225,75.005,0.05
5140,Gerald Talmard winery France,277.3075,1019.2425,81.31,0.0925
5141,AuburnJames winery US,281.03249999999997,1018.5,79.155,0.0775
5142,SIP winery US,271.33000000000004,1016.3325,80.11999999999999,0.1175
5143,Almacruz winery Chile,292.86749999999995,996.51,48.405,0.0
5144,Finca La Estacada winery Spain,278.0625,1017.86,79.1075,0.06
