,country,points,variety,winery,winery_search
87113,Chile,85,Cabernet Sauvignon,Tololo,Tololo winery Chile
87117,US,85,Pinot Noir,Double Bond,Double Bond winery US
87118,US,85,Cabernet Sauvignon,Due Vigne,Due Vigne winery US
87121,US,82,Riesling,Ste. Chapelle,Ste. Chapelle winery US
87122,US,80,Rosé,3 Horse Ranch Vineyards,3 Horse Ranch Vineyards winery US
87127,US,96,Pinot Noir,Laetitia,Laetitia winery US
87129,France,96,Riesling,Domaine Zind-Humbrecht,Domaine Zind-Humbrecht winery France
87132,France,96,Riesling,Domaine Weinbach,Domaine Weinbach winery France
87133,France,96,Riesling,Domaine Zind-Humbrecht,Domaine Zind-Humbrecht winery France
87136,US,96,Pinot Noir,Ayoub,Ayoub winery US
87137,Australia,95,Cabernet Sauvignon,Moss Wood,Moss Wood winery Australia
87142,France,95,Riesling,René Muré,René Muré winery France
87144,Germany,95,Riesling,Reichsgraf von Kesselstatt,Reichsgraf von Kesselstatt winery Germany
87145,France,95,Riesling,René Muré,René Muré winery France
87146,Germany,95,Riesling,S.A. Prüm,S.A. Prüm winery Germany
87147,US,95,Pinot Noir,Ayoub,Ayoub winery US
87149,Austria,92,Pinot Noir,Heinrich Hartl,Heinrich Hartl winery Austria
87150,Austria,92,Riesling,Hiedler,Hiedler winery Austria
87151,US,92,Cabernet Sauvignon,Joyce,Joyce winery US
87155,US,92,Cabernet Sauvignon,Monte De Oro,Monte De Oro winery US
87157,US,92,Chardonnay,Ramey,Ramey winery US
87162,US,92,Cabernet Sauvignon,Steven Kent,Steven Kent winery US
87163,US,92,Pinot Noir,Talbott,Talbott winery US
87164,US,92,Sauvignon Blanc,V. Sattui,V. Sattui winery US
87166,US,92,Cabernet Sauvignon,Vine Cliff,Vine Cliff winery US
87170,US,92,Pinot Noir,Iron Horse,Iron Horse winery US
87174,US,92,Pinot Noir,Lincourt,Lincourt winery US
87175,US,92,Pinot Noir,Lincourt,Lincourt winery US
87176,US,92,Chardonnay,Migration,Migration winery US
87177,US,92,Cabernet Sauvignon,Mirror,Mirror winery US
87179,Spain,83,Rosé,Muga,Muga winery Spain
87180,US,83,Cabernet Sauvignon,Muirwood,Muirwood winery US
87181,US,83,Cabernet Sauvignon,Calcareous,Calcareous winery US
87183,US,83,Pinot Noir,Five Rivers,Five Rivers winery US
87185,US,83,Chardonnay,Macari,Macari winery US
87187,US,83,Chardonnay,Kokomo,Kokomo winery US
87189,US,82,Pinot Noir,La Crema,La Crema winery US
87195,US,82,Chardonnay,Penns Woods,Penns Woods winery US
87200,US,82,Syrah,Lucas & Lewellen,Lucas & Lewellen winery US
87203,US,82,Merlot,Cinnabar,Cinnabar winery US
87208,US,86,Cabernet Sauvignon,Magnolia Court,Magnolia Court winery US
87221,France,86,Rosé,Domaine du Clos du Fief,Domaine du Clos du Fief winery France
87229,Portugal,86,Merlot,Fiuza,Fiuza winery Portugal
87230,US,85,Pinot Noir,Rancho Sisquoc,Rancho Sisquoc winery US
87232,US,85,Cabernet Sauvignon,Sand Point,Sand Point winery US
87233,US,85,Syrah,Standing Sun,Standing Sun winery US
87235,France,90,Chardonnay,Olivier Leflaive,Olivier Leflaive winery France
87238,New Zealand,90,Riesling,Seifried,Seifried winery New Zealand
87239,US,90,Cabernet Sauvignon,Sineann,Sineann winery US
87240,US,90,Syrah,Stevens,Stevens winery US
87241,US,90,Cabernet Sauvignon,Summers,Summers winery US
87244,Italy,90,Syrah,Tenuta Rapitalà,Tenuta Rapitalà winery Italy
87248,Israel,90,Cabernet Sauvignon,Shiloh Winery,Shiloh Winery winery Israel
87250,Italy,90,Syrah,Tasca d'Almerita,Tasca d'Almerita winery Italy
87251,Italy,90,Chardonnay,Tasca d'Almerita,Tasca d'Almerita winery Italy
87254,US,90,Cabernet Sauvignon,Chateau Ste. Michelle,Chateau Ste. Michelle winery US
87257,US,90,Cabernet Sauvignon,Cornerstone,Cornerstone winery US
87258,Italy,90,Syrah,Cottanera,Cottanera winery Italy
87260,France,90,Chardonnay,Domaine Emmanuel Giboulot,Domaine Emmanuel Giboulot winery France
87264,US,92,Chardonnay,Sandhi,Sandhi winery US
87265,US,92,Pinot Noir,Small Vines,Small Vines winery US
87267,US,92,Chardonnay,The Eyrie Vineyards,The Eyrie Vineyards winery US
87268,Germany,92,Riesling,Maximin Grünhäuser,Maximin Grünhäuser winery Germany
87269,US,92,Pinot Noir,Mercy,Mercy winery US
87271,US,92,Cabernet Sauvignon,Mulvane Wine Co.,Mulvane Wine Co. winery US
87275,US,92,Pinot Noir,De Coelo,De Coelo winery US
87276,US,92,Pinot Noir,De Coelo,De Coelo winery US
87277,US,92,Pinot Noir,De Loach,De Loach winery US
87278,US,92,Chardonnay,Domaine Serene,Domaine Serene winery US
87279,Germany,92,Riesling,Fritz Haag,Fritz Haag winery Germany
87280,Germany,92,Riesling,Reichsgraf von Kesselstatt,Reichsgraf von Kesselstatt winery Germany
87281,Germany,92,Riesling,Robert Weil,Robert Weil winery Germany
87282,US,92,Pinot Noir,J Vineyards & Winery,J Vineyards & Winery winery US
87285,Germany,92,Riesling,St. Urbans-Hof,St. Urbans-Hof winery Germany
87288,US,92,Chardonnay,Talley,Talley winery US
87293,US,92,Sauvignon Blanc,Fiddlehead,Fiddlehead winery US
87298,US,94,Syrah,Donelan,Donelan winery US
87299,US,93,Pinot Noir,Archery Summit,Archery Summit winery US
87303,US,93,Cabernet Sauvignon,Hall,Hall winery US
87304,France,93,Sauvignon Blanc,Henri Bourgeois,Henri Bourgeois winery France
87306,US,93,Cabernet Sauvignon,Reverie,Reverie winery US
87308,US,93,Cabernet Sauvignon,Tuck Beckstoffer,Tuck Beckstoffer winery US
87309,Chile,93,Cabernet Sauvignon,Santa Rita,Santa Rita winery Chile
87312,Italy,93,Merlot,Feudi di San Gregorio,Feudi di San Gregorio winery Italy
87314,US,93,Cabernet Sauvignon,Luna,Luna winery US
87315,US,93,Syrah,Novy,Novy winery US
87316,US,93,Pinot Noir,Siduri,Siduri winery US
87320,US,93,Pinot Noir,Failla,Failla winery US
87321,US,93,Syrah,Michael David,Michael David winery US
87323,US,92,Cabernet Sauvignon,Neyers,Neyers winery US
87326,US,92,Pinot Noir,Domaine Serene,Domaine Serene winery US
87328,Argentina,92,Cabernet Sauvignon,Viña Cobos,Viña Cobos winery Argentina
87330,US,91,Syrah,Kaleidos,Kaleidos winery US
87331,US,91,Cabernet Sauvignon,Lawrelin,Lawrelin winery US
87332,US,91,Pinot Noir,Left Coast Cellars,Left Coast Cellars winery US
87333,Australia,91,Chardonnay,Robert Oatley,Robert Oatley winery Australia
87334,Australia,91,Chardonnay,Robert Oatley,Robert Oatley winery Australia
87335,US,91,Pinot Noir,Roco,Roco winery US
87337,US,91,Pinot Noir,Sineann,Sineann winery US
87338,US,91,Pinot Noir,Sineann,Sineann winery US
87339,US,91,Pinot Noir,WillaKenzie Estate,WillaKenzie Estate winery US
87340,US,91,Pinot Noir,WillaKenzie Estate,WillaKenzie Estate winery US
87341,US,91,Merlot,Basalt,Basalt winery US
87342,US,91,Sauvignon Blanc,Belden Barns,Belden Barns winery US
87346,US,91,Chardonnay,Cakebread,Cakebread winery US
87351,US,91,Pinot Noir,Cristom,Cristom winery US
87356,Australia,86,Pinot Noir,Mount Mary,Mount Mary winery Australia
87357,US,86,Pinot Noir,Oak Knoll,Oak Knoll winery US
87359,France,85,Cabernet Sauvignon,Le Petit Panier,Le Petit Panier winery France
87360,France,85,Pinot Noir,Le Petit Panier,Le Petit Panier winery France
87364,US,85,Chardonnay,Alexander Valley Vineyards,Alexander Valley Vineyards winery US
87365,US,85,Chardonnay,Barra of Mendocino,Barra of Mendocino winery US
87368,US,85,Sauvignon Blanc,Castle Rock,Castle Rock winery US
87369,US,85,Cabernet Sauvignon,Chateau Chevalier,Chateau Chevalier winery US
87371,Australia,85,Pinot Noir,Sibling Rivalry,Sibling Rivalry winery Australia
87376,US,85,Chardonnay,Lafond,Lafond winery US
87377,Argentina,85,Cabernet Sauvignon,Lagarde,Lagarde winery Argentina
87378,US,85,Cabernet Sauvignon,Trione,Trione winery US
87379,Argentina,85,Cabernet Sauvignon,Fabre Montmayou,Fabre Montmayou winery Argentina
87380,France,85,Rosé,François Millet,François Millet winery France
87381,US,86,Chardonnay,Folie à Deux,Folie à Deux winery US
87384,US,86,Merlot,Goose Watch,Goose Watch winery US
87387,US,86,Cabernet Sauvignon,Josh Cellars,Josh Cellars winery US
87388,US,86,Cabernet Sauvignon,WildHaven,WildHaven winery US
87390,US,86,Cabernet Sauvignon,The Dancing Fox,The Dancing Fox winery US
87391,US,86,Cabernet Sauvignon,Three Thieves,Three Thieves winery US
87394,US,86,Syrah,Tsillan,Tsillan winery US
87397,US,86,Chardonnay,Columbia Crest,Columbia Crest winery US
87398,US,86,Chardonnay,Domaine LeSeurre,Domaine LeSeurre winery US
87400,Argentina,86,Cabernet Sauvignon,Ruca Malen,Ruca Malen winery Argentina
87402,US,86,Chardonnay,Jeriko,Jeriko winery US
87404,US,86,Chardonnay,Page Mill Winery,Page Mill Winery winery US
87406,US,94,Pinot Noir,Patz & Hall,Patz & Hall winery US
87407,France,94,Chardonnay,Philippe Colin,Philippe Colin winery France
87409,US,94,Chardonnay,Rochioli,Rochioli winery US
87410,US,94,Pinot Noir,Stephen Ross,Stephen Ross winery US
87411,US,94,Pinot Noir,Thomas Fogarty,Thomas Fogarty winery US
87412,US,94,Pinot Noir,Timbre,Timbre winery US
87413,France,94,Pinot Noir,Henri de Villamont,Henri de Villamont winery France
87416,France,94,Pinot Noir,Louis Latour,Louis Latour winery France
87417,France,94,Pinot Noir,Château de la Tour,Château de la Tour winery France
87418,US,94,Chardonnay,Gary Farrell,Gary Farrell winery US
87422,US,94,Syrah,Ojai,Ojai winery US
87426,US,94,Cabernet Sauvignon,JD,JD winery US
87427,France,94,Pinot Noir,Louis Latour,Louis Latour winery France
87428,France,94,Pinot Noir,Louis Latour,Louis Latour winery France
87430,Germany,94,Riesling,Dönnhoff,Dönnhoff winery Germany
87432,US,94,Syrah,Alta Colina,Alta Colina winery US
87433,US,94,Chardonnay,Fullerton,Fullerton winery US
87434,US,94,Cabernet Sauvignon,Davies,Davies winery US
87440,US,86,Pinot Noir,Chehalem,Chehalem winery US
87443,US,86,Chardonnay,Sand Dollar,Sand Dollar winery US
87449,Germany,86,Pinot Noir,Moselland,Moselland winery Germany
87452,US,86,Cabernet Sauvignon,Hayes Valley,Hayes Valley winery US
87453,US,86,Sauvignon Blanc,Helwig,Helwig winery US
87455,US,86,Chardonnay,Clos Pegase,Clos Pegase winery US
87457,US,86,Chardonnay,Eco Terreno,Eco Terreno winery US
87458,US,86,Pinot Noir,Fogline Vineyards,Fogline Vineyards winery US
87463,US,86,Merlot,Brutocao,Brutocao winery US
87464,US,86,Cabernet Sauvignon,Cambridge & Sunset,Cambridge & Sunset winery US
87465,US,86,Pinot Noir,Francis Ford Coppola,Francis Ford Coppola winery US
87469,US,85,Merlot,Sawyer,Sawyer winery US
87471,France,85,Merlot,Château Sainte Barbe,Château Sainte Barbe winery France
87476,US,85,Cabernet Sauvignon,Bell,Bell winery US
87482,Australia,85,Pinot Noir,Sticks,Sticks winery Australia
87486,South Africa,85,Chardonnay,Jardin,Jardin winery South Africa
87491,France,87,Riesling,Jean Becker,Jean Becker winery France
87493,US,87,Cabernet Sauvignon,Kuleto Estate,Kuleto Estate winery US
87498,US,87,Merlot,Mineral Wines,Mineral Wines winery US
87500,US,87,Cabernet Sauvignon,Cameron Hughes,Cameron Hughes winery US
87507,France,87,Chardonnay,La Chablisienne,La Chablisienne winery France
87508,US,87,Pinot Noir,Frank Family,Frank Family winery US
87509,US,87,Cabernet Sauvignon,Greg Norman California Estates,Greg Norman California Estates winery US
87513,US,87,Sauvignon Blanc,Airfield Estates,Airfield Estates winery US
87516,US,87,Chardonnay,Hogue,Hogue winery US
87520,France,92,Rosé,Château Vignelaure,Château Vignelaure winery France
87521,US,92,Cabernet Sauvignon,Daou,Daou winery US
87522,US,92,Cabernet Sauvignon,Den Hoed,Den Hoed winery US
87523,US,92,Pinot Noir,Dolina,Dolina winery US
87524,Germany,92,Riesling,Prinz Salm,Prinz Salm winery Germany
87525,US,92,Cabernet Sauvignon,Jada Vineyard & Winery,Jada Vineyard & Winery winery US
87526,US,92,Pinot Noir,King Estate,King Estate winery US
87527,US,92,Pinot Noir,Longoria,Longoria winery US
87529,US,92,Rosé,Minassian-Young,Minassian-Young winery US
87531,US,92,Chardonnay,Two Sisters,Two Sisters winery US
87533,US,92,Chardonnay,Williams Selyem,Williams Selyem winery US
87536,US,92,Pinot Noir,Balletto,Balletto winery US
87537,US,92,Chardonnay,Calera,Calera winery US
87541,France,91,Rosé,Mas de Cadenet,Mas de Cadenet winery France
87542,US,91,Syrah,McCrea Cellars,McCrea Cellars winery US
87543,Chile,91,Cabernet Sauvignon,Miguel Torres,Miguel Torres winery Chile
87555,US,85,Pinot Noir,Girasole,Girasole winery US
87556,US,85,Sauvignon Blanc,Greyscale,Greyscale winery US
87557,US,85,Pinot Noir,Hawkins Cellars,Hawkins Cellars winery US
87559,France,85,Sauvignon Blanc,A. de Luze et Fils,A. de Luze et Fils winery France
87571,Spain,85,Sauvignon Blanc,Bodegas Cerrosol,Bodegas Cerrosol winery Spain
87575,Portugal,85,Rosé,J. Portugal Ramos,J. Portugal Ramos winery Portugal
87579,US,90,Cabernet Sauvignon,Provenance Vineyards,Provenance Vineyards winery US
87580,Argentina,90,Cabernet Sauvignon,Siesta Wines,Siesta Wines winery Argentina
87581,US,90,Riesling,Swiftwater Cellars,Swiftwater Cellars winery US
87588,US,90,Pinot Noir,Laetitia,Laetitia winery US
87589,US,90,Chardonnay,Moone-Tsai,Moone-Tsai winery US
87590,US,90,Cabernet Sauvignon,North by Northwest,North by Northwest winery US
87594,US,90,Syrah,Falcone,Falcone winery US
87595,US,90,Pinot Noir,Gainey,Gainey winery US
87602,US,90,Cabernet Sauvignon,Frog's Leap,Frog's Leap winery US
87607,US,90,Syrah,North by Northwest,North by Northwest winery US
87610,Germany,94,Riesling,Schloss Vollrads,Schloss Vollrads winery Germany
87611,US,94,Cabernet Sauvignon,M by Michael Mondavi,M by Michael Mondavi winery US
87612,US,94,Cabernet Sauvignon,Purlieu,Purlieu winery US
87613,Germany,94,Riesling,Dr. Pauly Bergweiler,Dr. Pauly Bergweiler winery Germany
87614,US,94,Pinot Noir,Sheldon,Sheldon winery US
87617,Austria,94,Riesling,Schloss Gobelsburg,Schloss Gobelsburg winery Austria
87618,US,94,Riesling,Dunham,Dunham winery US
87624,US,94,Cabernet Sauvignon,Hawkes,Hawkes winery US
87625,US,94,Cabernet Sauvignon,Mount Veeder,Mount Veeder winery US
87627,Austria,94,Riesling,Hirsch,Hirsch winery Austria
87629,US,90,Chardonnay,Alleromb,Alleromb winery US
87630,France,90,Sauvignon Blanc,Le Roi des Pierres,Le Roi des Pierres winery France
87631,Chile,90,Syrah,Montes,Montes winery Chile
87634,US,90,Cabernet Sauvignon,Oakville East,Oakville East winery US
87635,US,90,Merlot,One Woman,One Woman winery US
87636,US,90,Cabernet Sauvignon,Picket Fence,Picket Fence winery US
87637,New Zealand,90,Pinot Noir,Escarpment,Escarpment winery New Zealand
87648,US,89,Cabernet Sauvignon,Left Bend,Left Bend winery US
87649,France,89,Pinot Noir,Maison Stéphane Brocard,Maison Stéphane Brocard winery France
87650,France,89,Sauvignon Blanc,Michel Redde et Fils,Michel Redde et Fils winery France
87651,US,89,Pinot Noir,Pulchella,Pulchella winery US
87654,US,89,Riesling,Chateau Ste. Michelle,Chateau Ste. Michelle winery US
87655,US,89,Syrah,Damsel,Damsel winery US
87656,France,89,Pinot Noir,Domaine Chevillon-Chezeaux,Domaine Chevillon-Chezeaux winery France
87660,Argentina,88,Cabernet Sauvignon,Haarth,Haarth winery Argentina
87664,France,88,Chardonnay,Jean-Marie Challand,Jean-Marie Challand winery France
87665,France,88,Chardonnay,Jean-Marie Challand,Jean-Marie Challand winery France
87666,France,88,Chardonnay,Joseph Drouhin,Joseph Drouhin winery France
87667,Argentina,88,Cabernet Sauvignon,Kaiken,Kaiken winery Argentina
87668,US,88,Pinot Noir,Kastania,Kastania winery US
87672,US,88,Chardonnay,V. Sattui,V. Sattui winery US
87673,France,88,Chardonnay,Vincent,Vincent winery France
87676,Germany,88,Riesling,Von Der Leyen,Von Der Leyen winery Germany
87677,US,88,Merlot,Watermill,Watermill winery US
87681,France,88,Chardonnay,Louis Latour,Louis Latour winery France
87682,France,88,Chardonnay,Louis Latour,Louis Latour winery France
87702,US,86,Pinot Noir,Lady Hill,Lady Hill winery US
87703,US,86,Cabernet Sauvignon,Oak Mountain,Oak Mountain winery US
87704,US,86,Rosé,Peace Water,Peace Water winery US
87706,US,86,Sauvignon Blanc,Angeline,Angeline winery US
87707,Germany,86,Riesling,Bollig-Lehnert,Bollig-Lehnert winery Germany
87710,France,86,Rosé,Château de Bergun,Château de Bergun winery France
87717,Chile,90,Syrah,Koyle,Koyle winery Chile
87718,US,90,Cabernet Sauvignon,Lail,Lail winery US
87721,Chile,90,Syrah,Morandé,Morandé winery Chile
87723,Germany,90,Riesling,Peter Nicolay,Peter Nicolay winery Germany
87724,US,90,Pinot Noir,Siduri,Siduri winery US
87727,US,90,Pinot Noir,Cristom,Cristom winery US
87728,US,90,Pinot Noir,Fontes & Phillips,Fontes & Phillips winery US
87729,US,90,Riesling,Girardet,Girardet winery US
87730,US,90,Pinot Noir,Anam Cara,Anam Cara winery US
87731,US,90,Pinot Noir,Bergström,Bergström winery US
87733,US,90,Chardonnay,Carabella,Carabella winery US
87744,US,90,Chardonnay,De Loach,De Loach winery US
87750,US,88,Chardonnay,Portola Vineyards,Portola Vineyards winery US
87753,US,88,Pinot Noir,Soléna,Soléna winery US
87754,US,88,Chardonnay,Sonoma Collection,Sonoma Collection winery US
87756,US,88,Pinot Noir,Testarossa,Testarossa winery US
87759,US,88,Chardonnay,Caricature,Caricature winery US
87760,Germany,88,Riesling,Sun Garden,Sun Garden winery Germany
87762,Germany,88,Riesling,Thomas Schmitt,Thomas Schmitt winery Germany
87768,Australia,88,Riesling,Frisk,Frisk winery Australia
87770,Italy,88,Chardonnay,Isidoro Polencic,Isidoro Polencic winery Italy
87774,US,88,Chardonnay,Toad Hollow,Toad Hollow winery US
87777,Austria,90,Rosé,Tinhof,Tinhof winery Austria
87779,Austria,90,Rosé,Winzerkeller Andau,Winzerkeller Andau winery Austria
87780,US,90,Chardonnay,Schug,Schug winery US
87782,US,90,Merlot,Silenus,Silenus winery US
87783,Austria,90,Sauvignon Blanc,Skoff,Skoff winery Austria
87785,US,90,Merlot,Starmont,Starmont winery US
87798,France,90,Rosé,Hecht & Bannier,Hecht & Bannier winery France
87799,US,90,Chardonnay,Jeff Gordon,Jeff Gordon winery US
87800,US,90,Rosé,Klinker Brick,Klinker Brick winery US
87802,US,90,Sauvignon Blanc,Amici,Amici winery US
87803,US,90,Riesling,Anthony Nappa,Anthony Nappa winery US
87804,US,90,Merlot,Anthony Nappa,Anthony Nappa winery US
87806,New Zealand,88,Sauvignon Blanc,Yealands,Yealands winery New Zealand
87810,US,88,Cabernet Sauvignon,Sean Minor,Sean Minor winery US
87811,US,88,Sauvignon Blanc,Toquade,Toquade winery US
87813,US,88,Chardonnay,Valley of the Moon,Valley of the Moon winery US
87816,New Zealand,88,Pinot Noir,Mud House,Mud House winery New Zealand
87818,Chile,88,Chardonnay,Leyda,Leyda winery Chile
87819,Israel,88,Cabernet Sauvignon,Barkan,Barkan winery Israel
87823,US,88,Merlot,Cakebread,Cakebread winery US
87826,US,88,Syrah,Whetstone,Whetstone winery US
87827,US,88,Sauvignon Blanc,Carica,Carica winery US
87832,US,88,Cabernet Sauvignon,Concannon,Concannon winery US
87833,Romania,88,Cabernet Sauvignon,Cramele Halewood,Cramele Halewood winery Romania
87835,Italy,88,Rosé,Fattoria Le Pupille,Fattoria Le Pupille winery Italy
87838,US,88,Cabernet Sauvignon,Ideology Cellars,Ideology Cellars winery US
87839,US,88,Cabernet Sauvignon,J Ludlow,J Ludlow winery US
87840,US,88,Chardonnay,J. Wilkes,J. Wilkes winery US
87842,France,88,Pinot Noir,Joseph Drouhin,Joseph Drouhin winery France
87847,South Africa,88,Sauvignon Blanc,Steenberg,Steenberg winery South Africa
87850,US,88,Cabernet Sauvignon,Tortoise Creek,Tortoise Creek winery US
87856,US,88,Syrah,Quady North,Quady North winery US
87858,Israel,88,Merlot,Hacormim,Hacormim winery Israel
87861,Israel,88,Rosé,Jacques Capsouto,Jacques Capsouto winery Israel
87862,France,88,Chardonnay,Jean Curial,Jean Curial winery France
87863,France,88,Pinot Noir,Louis Latour,Louis Latour winery France
